id,name
ehf4-c7tw,NNDSS - TABLE 1U. Legionellosis to Listeriosis
ei7y-3g6s,NNDSS - Table IV. Tuberculosis
ekcb-r85s,"NNDSS - TABLE 1N. Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype to Unknown serotype"
ekd3-qu3w,NNDSS - Table II. Spotted Fever Rickettsiosis to Syphilis
em5e-5hvn,"PLACES: Local Data for Better Health, Census Tract Data 2023 release"
en3s-hzsr,Active Bacterial Core surveillance (ABCs) Streptococcus pneumoniae
en5r-5ds4,"Palmer Drought Severity Index, 1895-2016"
epap-ayij,Tuberculosis Epidemiologic Studies Consortium (TBESC)-II Part B: Strengthening Public Health Surveillance for Latent Tuberculosis Infection
epbn-9bv3,"PLACES: Local Data for Better Health, Place Data 2022 release"
epev-k6ss,"NCHS - Infant and neonatal mortality rates: United States, 1915-2013"
escb-scz6,SAMHSA Synar Reports: Youth Tobacco Sales
ese6-rqpq,CDC PRAMStat Data for 2011
esmz-a36m,Fit evaluation of NIOSH Approved N95 filtering facepiece respirators with various skin protectants: a pilot study
espg-acwi,NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections
etak-um6t,Developing a Method to Estimate Aerosol Generation during Poultry Slaughtering and Defeathering in Bangladesh:  An Experimental Study
eu9y-rrqg,National Post-acute and Long-term Care Study Residential Care Resident File
eudc-n39h,"Weekly Cumulative Influenza Vaccination Coverage, Children 6 months through 17 years, United States"
eur4-ng38,High-fat western diet consumption exacerbates silica-induced pulmonary inflammation and fibrosis
ewpg-rz7g,"Weekly Cumulative Estimated Number of COVID-19 Vaccinations Administered in Retail Pharmacies and Physician Medical Offices, Adults 18 years and older, by Season and Age Group, United States"
ex65-qa8z,"NNDSS - TABLE 1P. Hemolytic uremic syndrome post-diarrheal to Hepatitis B, acute"
exds-h9fr,Table of States with Laws Requiring Licenses For Over-the-counter Sales of E-Cigarettes (CDC STATE System E-Cigarette Legislation - Licensure)
exs3-hbne,"Monthly COVID-19 Death Rates per 100,000 Population by Age Group, Race and Ethnicity, Sex, and Region with Double Stratification"
ey8b-ejrf,2021 Final Assisted Reproductive Technology (ART) Success Rates
ezab-8sq5,"Smoking-Attributable Mortality, Morbidity, and Economic Costs (SAMMEC) - Smoking-Attributable Expenditures (SAE)"
eze9-ahe5,National Syndromic Surveillance Program (NSSP) Mental Health-Related Emergency Department Visit Rates
ezfr-g6hf,"AH Monthly Provisional Counts of Deaths by Age Group and HHS region for Select Causes of Death, 2019-2021"
f2gw-2eas,Table of Preemption on Youth Access (CDC STATE System Tobacco Legislation - Preemption)
f3a8-hmpp,Healthy People 2020 Foundation Health Measures
f3zz-zga5,Level of Acute Respiratory Illness (ARI) Activity by State
f6ee-eq37,Table of Smokefree Non-Tribal Gaming Facilities (CDC STATE System Tobacco Legislation- Smokefree Indoor Air)
f8gx-sdye,CDC Best Practices for Comprehensive Tobacco Control Programs - 2007 Glossary and Methodology
fbbf-hgkc,"PLACES: Local Data for Better Health, ZCTA Data 2020 release"
fc5f-ixvg,"NNDSS - TABLE 1D. Arboviral diseases, West Nile virus to Babesiosis"
fcen-ampm,Elk Creek Seismic Waveforms 2009
fcqm-xrf4,"Daily Census Tract-Level PM2.5 Concentrations, 2011-2014"
fdi8-wt2r,Elk Creek Seismic Waveforms 2012 (Part 5 of 20)
fdpm-fddm,Healthy People 2020 Overview of Health Disparities
fdyw-m38t,"Population-Weighted Global Horizontal Irradiance, 1991-2012"
feiy-rryn,"National Ambulatory Medical Care Survey: Culturally and Linguistically Appropriate Services Supplement, 2016 Restricted-data"
ffbi-is3j,NAAG Tobacco Settlement Payments
fh5p-vkps,Adobe Page Views and Visits for 2019-2024
fhc9-h3em,NNDSS - Table II. Cryptosporidiosis to Dengue virus infection
fhky-rtsk,Vaccination Coverage among Young Children (0-35 Months)
fip8-rcng,The Tax Burden on Tobacco Glossary and Methodology
fj6i-3v3k,"NNDSS - TABLE 1Q. Hepatitis B, perinatal infection to Hepatitis C, acute, Probable"
fj6s-ssz6,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, Region 2 - New York"
fkfk-2j5x,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, Region 9 - San Francisco"
fpqb-s69d,"Daily Census Tract-Level PM2.5 Concentrations, 2006-2010"
fpsi-y8tj,"Mapping Injury, Overdose, and Violence - State"
fqve-8wzt,NNDSS - Table II. Spotted Fever Rickettsiosis to Syphilis
fsf9-trph,Comparative in vitro toxicity of different thermal spray particulates in human bronchial cells
fu4u-a9bh,"PLACES: Local Data for Better Health, County Data 2024 release"
fuzh-wm4c,NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)
fveu-vvk9,Effects of E-Cigarette Flavoring Chemicals on Human Macrophages and Bronchial Epithelial Cells
fvm6-ic5r,BEAM Dashboard - Serotypes of concern: Illnesses and Outbreaks
fxwg-3udm,Nationally-normed Well Water Index (WWI)
fyv2-xffj,"NNDSS - TABLE 1Q. Hepatitis B, perinatal infection to Hepatitis C (viral, acute), Probable"
fztq-uwup,NNDSS - Table 1H. Cholera to Coccidioidomycosis
g2ck-geg5,"Monthly Cumulative Number and Percent of Persons Who Receive ≥1 Influenza Vaccination Doses and Comparison Between 2023-2024 and Two Previous Seasons, by Jurisdiction, United States"
g3c9-wbme,"NNDSS - TABLE 1LL. Vibriosis, Confirmed to Vibriosis, Probable"
g3g2-srtq,"NNDSS - TABLE 1OO. Viral hemorrhagic fevers, Machupo virus to Viral hemorrhagic fevers, Sabia virus"
g3k9-gyw7,National Artesunate for Severe Malaria Program Follow-On Antimalarial Dosing Data- April to December 2019
g4ag-jrdn,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 2 - New York"
g4jn-64pd,Weekly Respiratory Syncytial Virus (RSV) Vaccination Coverage among Pregnant Women by Race and Ethnicity
g4va-qmeq,Table for STATE System Excise Taxes on Cigarettes Interactive Map
g4z9-a9d3,AH Cumulative Provisional COVID-19 Death Counts by Place of Death and Age Group from 2/1/2020 to 7/18/2020
g57i-yx3r,"Weekly Cumulative Influenza Vaccination Coverage, by Flu Season and Race/Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥65 years, United States"
g5fg-bgtw,Stroke Mortality Data Among US Adults (35+) by State/Territory and County – 2018-2020
g5ts-294x,High-Fat Western Diet Alters Silica-induced airway epithelium ion exchange but not airway smooth muscle reactivity
g653-rqe2,NWSS Public SARS-CoV-2 Concentration in Wastewater Data
g6fu-zp23,"NNDSS - TABLE 1N. Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype to Unknown serotype"
g6qk-ngsf,NCHS - Births to Unmarried Women by Age Group: United States
g76d-z8vy,NCHS Research and Development Survey (RANDS) Round 2 during COVID-19 probability sampled Restricted File
g795-gzp9,"National Ambulatory Medical Care Survey, Health Center Component, 2021-2023, restricted data"
g7hk-rc8d,"AH Provisional COVID-19 Deaths by Week, Place of Death, and Age"
g7ty-3t6s,Efficacy of Do-It-Yourself Air Filtration Units in Reducing Exposure to Simulated Respiratory Aerosols
g9dy-mhts,Youth And Tobacco Use Infographic
ga52-qyaz,"Efficacy of ventilation, HEPA air cleaners, universal masking, and physical distancing for reducing exposure to simulated exhaled aerosols in a meeting room-Dataset"
ga7k-kycn,"DQS NVSS Low birthweight live births, by state: United States."
gb4e-yj24,VSRR Provisional County-Level Drug Overdose Death Counts
gb67-x49c,edav-demo-dataset-api
gd4x-jyhw,"PLACES: Local Data for Better Health, ZCTA Data 2022 release"
gebw-t5b7,"DQS Visits to physician offices, hospital outpatient departments, and hospital emergency departments, by age, sex, and race: United States (Archived)"
gepg-djaz,"NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection"
gfhd-2f5y,BRFSS: Graph of Current Prevalence of Cardiovascular Disease
ggsw-596z,NHANES Select Oral Health Prevalence Estimates
gj3i-hsbz,DQS NHIS Adult Summary Health Statistics
gjin-89pu,Elk Creek Seismic Waveforms 2012 (Part 2 of 20)
gjsp-ircr,HUS_Footnote_Look_Up_ASTHCH
gkpu-vawv,Biological effects of crude oil vapor. IV. Cardiovascular effects-Dataset
gktn-7mu9,Graph of Maternal Prepregnancy Obesity Rates (BMI >=30)
gn5f-ec35,NCHS Research and Development Survey (RANDS) Round 1 Restricted File
gp24-kfxi,"NNDSS - TABLE 1PP. Yellow fever to Zika virus disease, non-congenital"
gpsd-ru5i,DQS NHIS Adult Summary Statistics Footnotes
gr26-95h2,National Immunization Survey Child COVID Module (NIS-CCM): Vaccination Status and Intent by Demographics | Data | Centers for Disease Control and Prevention (cdc.gov)
grbx-2j68,Graph of Alcohol Use 3 Months Before and Last 3 Months of Pregnancy
gs92-8j3q,Elk Creek Seismic Waveforms 2012 (Part 8 of 20)
gsea-w83j,Post-COVID Conditions
gt7a-q73y,Revealing the Structural and Chemical Properties of Copper-based Nanoparticles Released from Copper Treated Wood-Dataset
gu48-2cs8,DQS Personal healthcare spending: United States
gui6-i83p,"NNDSS - TABLE 1T. Invasive pneumococcal disease, age<5 , Confirmed to Invasive pneumococcal disease, age <5, Probable"
gvsb-yw6g,"Percent Positivity of COVID-19 Nucleic Acid Amplification Tests by HHS Region, National Respiratory and Enteric Virus Surveillance System"
gxj9-t96f,"Archive: COVID-19 Vaccination and Case Trends by Age Group, United States"
gypc-kpgn,Drug Use Data from Selected Hospitals
gz3p-wzwf,NNDSS - Table II. Ehrlichiosis and Anaplasmosis
h28b-t43q,"Population-Weighted Ultraviolet Irradiance, 2004-2015"
h3ej-a9ec,"PLACES: Local Data for Better Health, County Data 2023 release"
h3hw-hzvg,"DQS Death rates for malignant neoplasms, by sex, race, Hispanic origin, and age: United States"
h3kf-bqpq,NNDSS - Table 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chlamydia trachomatis infection
h3my-dzpj,dhds_dataset
h4pd-hu6x,"NNDSS - Table 1C. Arboviral diseases, St. Louis encephalitis virus disease to West Nile virus disease"
h4wb-nae4,"NNDSS - TABLE 1M. Gonorrhea to Haemophilus influenzae, invasive disease (age <5 years), Serotype b"
h55t-vp3s,Percent of population served by CWS that are receiving fluoridated water
h5rx-ppfj,National Ambulatory Medical Care Survey (NAMCS) Linked to National Death Index (NDI) Data
h6vx-wafp,NCHS Rapid Survey Systems Restricted Use File
h7pm-wmjc,Vaccination Coverage among Pregnant Women
h7xa-837u,Telemedicine Use in the Last 4 Weeks
h98p-htn6,Effects of Welding Fume Exposure on Human Placental Cells
ha59-j5yk,Deepwater Horizon Response Air Sampling Data
haed-k2ka,"Occupant and Alcohol-Impaired Driving Deaths in States, 2005-2014"
hatw-7gqy,NNDSS - Table II. Meningococcal to Pertussis
hauf-e9a4,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, Region 3 - Philadelphia"
hbbg-vj7f,"NNDSS - TABLE 1W. Meningococcal disease, All serogroups to Meningococcal disease, Serogroup B"
hbpe-6r8n,"PLACES: Place Data (GIS Friendly Format), 2024 release"
hc4f-j6nb,Provisional Death Counts for Coronavirus Disease (COVID-19)
hcxx-dqtx,Resolution of Pulmonary Inflammation Induced by Carbon Nanotubes and Fullerenes in Mice: Role of Macrophage Polarization
hdja-ybdg,"DQS Medicaid coverage among persons under age 65, by selected characteristics: United States (Archived)"
hdx4-e4uu,National Health and Nutrition Examination Survey (NHANES) Genetic Restricted Data
hdy7-e2a3,"NCHS - Pregnancy Rates, by Age for Hispanic Women: United States, 1990-2010"
hea5-6w9c,"Weekly Cumulative Estimated Number of RSV Vaccinations Administered in Retail Pharmacies and Physicians’ Medical Offices, Adults 60 to 74 Years and 75 years and older, United States"
hf2a-3ebq,"Daily Census Tract-Level Ozone Concentrations, 2016 - 2020"
hfr9-rurv,Alzheimer's Disease and Healthy Aging Data
hget-9fst,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, Region 2 - New York"
hgv5-3wrn,CDC STATE System Tobacco Legislation - Youth Access
hgyx-uuxz,Community Water Fluoridation – State and County Level Statistics
hh8a-ys2f,"Reduction of exposure to simulated respiratory aerosols using ventilation, physical distancing, and universal masking"
hhew-mxbt,Healthy People 2020 Tobacco Use Objectives
hhvg-83jq,Examination of SARS-CoV-2 serological test results from multiple commercial and laboratory platforms with an in-house serum panel
hj2x-85ya,CDC STATE System Tobacco Legislation - Preemption Summary
hjax-h34q,"NNDSS - TABLE 1V. Malaria to Measles, Imported"
hjcs-gxkz,Elk Creek Seismic Waveforms 2011 (Part 4 of 19)
hk9y-quqm,"Conditions Contributing to COVID-19 Deaths, by State and Age, Provisional 2020-2023"
hkhc-f7hg,Provisional COVID-19 Deaths by Week and Urbanicity
hkr7-mcee,"NNDSS - Table 1D. Arboviral diseases, Western equine encephalitis virus disease to Babesiosis"
hksd-2xuw,U.S. Chronic Disease Indicators
hky2-3tpn,"PLACES: Census Tract Data (GIS Friendly Format), 2023 release"
hm3s-vk7u,"U.S. State and Territorial Stay-At-Home Orders: March 15, 2020 – May 31, 2021 by County by Day"
hmye-mqgq,Preliminary Estimates of Cumulative RSV Hospitalizations by Week
hmz2-vwda,"VSRR - State and National Provisional Counts for Live Births, Deaths, and Infant Deaths"
hn4x-zwk7,"Nutrition, Physical Activity, and Obesity - Behavioral Risk Factor Surveillance System"
hp6w-4ap6,YRBS State Tobacco Variables  2013 - v2
hrdz-jaxc,"COVID-19 Weekly Cases and Deaths by Age, Race/Ethnicity, and Sex - ARCHIVED"
hs59-amfp,NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)
ht29-hwxw,"NNDSS - TABLE 1DD. Rubella to Rubella, congenital syndrome"
htq2-rqve,dhds_dataset
hwk8-wu83,COVID-19 Updated Vaccines Distributed
hwyq-75wu,NNDSS - Table II. Salmonellosis to Shigellosis
hwyy-s2tt,NNDSS - Table 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chlamydia trachomatis infection
hyai-856q,A model for detecting the effects of vibration on peripheral blood flow
hyak-nxqs,NNDSS - TABLE 1II. Tetanus to Trichinellosis
hzd8-r9mj,NCHS - Percent Distribution of Births to Unmarried Women by Age Group: United States
i42d-szcv,NNDSS - Table II. Tetanus to Varicella
i43m-djm6,"NNDSS - Table 1F. Brucellosis to Candida auris, clinical"
i46a-9kgh,"PLACES: County Data (GIS Friendly Format), 2025 release"
i4eq-dgfc,"NNDSS - TABLE 1LL. Vibriosis, Confirmed to Vibriosis, Probable"
i4qp-fnai,"Table of States with Laws Prohibiting the Use of E-Cigarettes in Indoor Areas of Private Worksites, Restaurants, and Bars (CDC STATE System E-Cigarette Legislation - Smokefree Indoor Air)"
i667-sjhg,NHANES Select Chronic Conditions Prevalence Estimates
i6ej-9eac,AH Provisional COVID-19 Deaths by Race and Educational Attainment
i6u4-y3g4,"Non-Medical Factor Measures for County, ACS 2017-2021"
i7ir-z69g,Mental Health-Related Disparities in Cigarette Smoking Among Adults
i8qe-aufy,Elk Creek Seismic Waveforms 2012 (Part 14 of 20)
i8t6-whzd,CDC STATE System E-Cigarette Legislation - Smokefree Indoor Air Summary
i9qr-47vu,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 9 - San Francisco"
ib3w-k9rq,"PLACES: Census Tract Data (GIS Friendly Format), 2020 release"
ic32-yq9m,National Health and Nutrition Examination Survey (NHANES) Restricted Data: Prior to 1999
ifsm-x42a,Upcoming Reporting Cadence Change
ig4m-ub43,NNDSS - Table II. Varicella to West Nile virus disease
igaz-icki,National Artesunate for Severe Malaria Program Case Report Data- April to December 2019
ihtq-qs57,National Survey of Family Growth 2017-2019 Public-Use Files
ijqb-a7ye,Vaccination Coverage and Exemptions among Kindergartners
ijr5-qdv2,"National Hospital Care Survey 2013-2016, 2019-2021, restricted data"
ikd3-vynf,AH Provisional COVID-19 Deaths by Week and Age
iqm3-hbev,DQS NHANES Footnotes
ircd-wk4g,Diabetes State Burden Toolkit - Health Burden
irpc-yf8f,NNDSS - Table II. Giardiasis to Haemophilus influenza
isx2-c2ii,NCHS - Percent Distribution of Births for Females by Age Group: United States
it4f-frdc,"U.S. State Life Expectancy by Sex, 2021"
ite7-j2w7,"AH COVID-19 Death Counts by County and Week, 2020-present"
ithv-4e9m,Weekly Parental Intent for Vaccination and Cumulative Percentage of Children 6 Months-17 Years who are up to date with the updated 2023-24 COVID-19 Vaccine
itia-u6fu,CDC STATE System E-Cigarette Legislation - Smokefree Campus
iu3b-5ngj,"NNDSS - TABLE 1DD. Rubella to Rubella, congenital syndrome"
iudi-d4pc,Multi-Walled Carbon Nanotubes Induce Arachidonate 5-Lipoxygenase Expression and Enhance the Polarization and Function of M1 Macrophages in vitro
iuq5-y9ct,Behavioral Risk Factor Surveillance System (BRFSS) Historical Questions
ivdz-qhnr,"Monthly Cumulative Number and Percent of Persons Children 6 Months–17 Years and Adults 18 Years and Older Who Received 1+ Influenza Vaccination Doses, by Season, Age Group, and Jurisdiction, United States"
iwxc-qftf,National Immunization Survey Adult COVID Module (NIS-ACM): Vaccination Status and Intent by Demographics
ix4g-rt8v,2022 Final Assisted Reproductive Technology (ART) Services and Profiles
iyx3-z4r8,Outbreak Data - Restaurant Grading
iz46-hpaa,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, Region 8 - Denver"
j32a-sa6u,Behavioral Risk Factors: Selected Metropolitan Area Risk Trends (SMART) MMSA Prevalence Data (2011 to Present)
j63e-g9bn,Agreement of hip kinematics between two tracking marker configurations used with the 1 CODA pelvis during ergonomic roofing tasks
j6gu-p9yd,"NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic"
j7ym-uwqy,"DQS Infant, neonatal, and postneonatal mortality rates, by detailed race and Hispanic origin of mother: United States"
j8jk-5ztv,BRFSS Prevalence And Trends Data: Tobacco Use - Adults Who Are Current Smokers for 1995-2010
j9g8-acpt,CDC Wastewater Data for SARS-CoV-2
j9id-xrm6,NNDSS - Table II. Ehrlichiosis/Anaplasmosis
jat9-pg8m,Elk Creek Seismic Waveforms 2013
jb9g-gnvr,Indicators of Health Insurance Coverage at the Time of Interview
jbhn-e8xn,BEAM Dashboard - Report Data
jbmi-9jqv,dhds_dataset
jbxj-8pnr,dhds_dataset
jbym-fau6,NOHSS Adult Indicators - Adults who have visited a dentist or dental clinic in the past year
jcn4-jcv5,"Daily County-Level Ozone Concentrations, 2001-2019"
jdch-es95,"National Hospital Care Survey, 2020 public-use file"
jf8m-mtc3,"NNDSS - TABLE 1V. Malaria to Measles, Imported"
jfbs-8cpp,Population Group Estimates used in the Healthy People 2020 Overview of Health Disparities
jgk8-6dpn,Weekly COVID-19 County Level of Community Transmission Historical Changes - ARCHIVED
jgkt-w9bh,The effects of diesel exhaust inhalation on cardiovascular function
jhd5-u276,Alzheimer's Disease and Healthy Aging Indicators: Cognitive Decline
jiwm-ppbh,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2018-2020
jj3m-siz7,Gene Expression Profiles of Di-n-butyl Phthalate in Normal Human Mammary Epithelial Cells
jjpx-mxt8,"Weekly Cumulative COVID-19 Vaccination Coverage, by Season and Race and Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥65 years"
jk8p-fqhn,COVID-19 Booster Dose Eligibility in the United States
jkcx-ndu8,HepTracker Dashboard
jkmz-c8jz,"Efforts to sustain education and subsidized meal programs during COVID-19-related school closures, United States, March-June 2020"
jm79-dz78,Fully Vaccinated Adults
jmgj-74h4,NCHS Survey Data Linked to United States Renal Data System (USRDS) End-Stage Renal Disease Files
jnru-aqxk,"COVID-19-related School Closures: USA, 2020-2022"
jqg8-ycmh,"AH Quarterly Excess Deaths by State, Sex, Age, and Race"
jqwm-z2g9,NCHS - VSRR Quarterly provisional estimates for infant mortality
jr4g-zdpg,"NNDSS - TABLE 1X. Meningococcal disease, Other serogroups to Meningococcal disease, Unknown serogroup"
jr58-6ysp,SARS-CoV-2 Variant Proportions
ju63-2fep,"NNDSS - TABLE 1A. Anthrax to Arboviral diseases, Eastern equine encephalitis virus disease"
judz-8etw,"Weekly Influenza Vaccination Status and Intent for Vaccination, Overall, by Selected Demographics, and Jurisdiction, Children 6 Months-17 Years, United States"
jvf6-ix4w,"NCHS - Nonmarital Birth Rates, by Age Group for All Women Age 15-44: United States, 1970-2013"
jwta-jxbg,"Distribution of COVID-19 Deaths and Populations, by Jurisdiction, Age, and Race and Hispanic Origin"
jx6g-fdh6,NCHS - Drug Poisoning Mortality by State: United States
jxu8-x79m,State Tobacco Related Disparities Dashboard Data
jy4b-8v6u,"National Ambulatory Medical Care Survey: Culturally and Linguistically Appropriate Services Supplement, 2016"
jz6n-v26y,NOHSS Adult Indicators
jz7r-jrma,NNDSS - Table II. Tetanus to Varicella
k25u-mg9b,"500 Cities: Census Tract-level Data (GIS Friendly Format), 2018 release"
k2fe-zny8,Pulmonary toxicity and gene expression changes in response to whole-body inhalation exposure to multi-walled carbon nanotubes in rats-Dataset
k4cb-dxd7,"Weekly Cumulative RSV Vaccination Coverage and Intent, Overall, by Selected Demographics and Jurisdiction, Among Adults 75 and Older and 60-74 Years with High-Risk Conditions Ever Vaccinated, United States"
k4xj-uge6,Going Smokefree Matters - In Your Home Infographic
k56w-7tny,"500 Cities: City-level Data (GIS Friendly Format), 2016 release"
k5bc-k3g8,DASH - Youth Risk Behavior Surveillance System (YRBSS): Middle School
k5dc-apj8,"AH Provisional COVID-19 Deaths by HHS Region, Race, and Age, 2015 to date"
k5tv-6cfx,Disability-Related Disparities in Cigarette Smoking Among Adults
k62p-6esq,Disability and Health Data System (DHDS)
k86t-wghb,"500 Cities: Census Tract-level Data (GIS Friendly Format), 2019 release"
k87d-gv3u,Weekly Cumulative Doses (in Millions) of Influenza Vaccine Distributed by Flu Season in the United States
k87s-sncz,Elk Creek Seismic Waveforms 2011 (Part 10 of 19)
k8w5-7ju6,"Nutrition, Physical Activity, and Obesity - Policy and Environmental Data"
k8wy-p9cg,"Provisional COVID-19 Deaths by County, and Race and Hispanic Origin"
k9ai-xgx2,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, Region 6 - Dallas"
k9zj-b28y,"PLACES: Census Tract Data (GIS Friendly Format), 2024 release"
ke78-phpe,National Weekly Moderna Allocations
kebt-3t25,"NNDSS - TABLE 1Z. Pertussis to Poliomyelitis, paralytic"
kee5-23sr,"PLACES: ZCTA Data (GIS Friendly Format), 2025 release"
keia-pvvn,NNDSS - Table II. Ehrlichiosis/Anaplasmosis
ker6-gs6z,"Weekly Parental Intent for Vaccination and Cumulative Percentage of Children 6 Months -17 Years Who are Up to date with the COVID-19 Vaccines by Season, United States"
kgid-f54m,Evaluation of A Passive Back-Support Exoskeleton during In-Bed Patient Handling Tasks
kgsi-35re,Stroke Mortality Data Among US Adults (35+) by State/Territory and County
kh8y-3es6,HHS Provider Relief Fund
khic-yj26,BEAM Dashboard - Isolates by HHS Region
khjf-tq2k,NNDSS - TABLE 1I. Cryptosporidiosis to Cyclosporiasis
kikd-77zw,NNDSS - Table II. Cryptosporidiosis to Dengue
kipu-qxy8,"Percent Positivity of Viral Detections Among Enrolled Children in the New Vaccine Surveillance Network (NVSN), Acute Respiratory Illnesses (ARI), 2017–Present"
kk8c-wtm4,Physician Experiences Related to COVID-19 from the National Ambulatory Medical Care Survey
kkix-nh4v,"NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic"
kkvj-587h,Effects of inhaled tier-2 diesel engine exhaust on immunotoxicity in a rat model:  A hazard identification study. Part III. Immunotoxicology
km4m-vcsb,"COVID-19 Vaccination Demographics in the United States,National"
km5s-4339,"Medicaid coverage among persons under age 65, by selected characteristics: United States"
kmap-fsfn,"Cumulative Influenza Vaccination Coverage, Adults 18 years and older, by Age Group and Race/Ethnicity, United States"
kmvs-jkvx,"PLACES: County Data (GIS Friendly Format), 2021 release"
kmxt-xb3i,"Total COVID-19 Deaths since January 1, 2020 by Age Group, Race/Ethnicity, and Sex"
kn6j-fsdu,Restricted mortality data from the National Vital Statistics System
kn79-hsxy,Provisional COVID-19 Death Counts in the United States by County
knu9-e7pg,2020 Final Assisted Reproductive Technology (ART) Patient and Cycle Characteristics
kp49-9dp8,"U.S. State and Territorial Orders Closing and Reopening Bars Issued from March 11, 2020 through May 31, 2021 by County by Day"
kpbd-vsd5,"NNDSS - TABLE 1V. Malaria to Measles, Indigenous"
krhz-spsc,NHIS Adult 3-Year Summary Health Statistics
krj5-etgr,Elk Creek Seismic Waveforms 2011 (Part 18 of 19)
krkm-t59m,PONE-D-15-23803
krqc-563j,"PLACES: Local Data for Better Health, Place Data 2023 release"
ks3g-spdg,"Provisional COVID-19 Deaths by Race and Hispanic Origin, and Age"
ksf9-pem2,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, Region 1 - Boston"
ksfb-ug5d,"COVID-19 Vaccination Coverage, Overall and by Selected Demographics and Jurisdiction, Among Adults 18 Years and Older, by Season"
ktba-rcfx,Data Update Notice
ku7p-zn4c,"Monthly Cumulative Number and Percent of Children <20 Months Who Received Nirsevimab by Age Group and Jurisdiction, United States"
kuas-t2xn,"MicroRNA-Mediated Krüppel-Like Factor 4 upregulation Induces Alternatively Activated Macrophage-Associated Markers and Chemokines Transcription in 4,4’-Methylene Diphenyl Diisocyanate Exposed Macrophages"
kucs-wizg,"500 Cities: Census Tract-level Data (GIS Friendly Format), 2017 release"
kusj-ex57,"DQS prescription medication use in the past 30 days, by sex, race and Hispanic origin, and age group: United States"
kvib-3txy,"Rates of Laboratory-Confirmed RSV, COVID-19, and Flu Hospitalizations from the RESP-NET Surveillance Systems"
kvms-atr7,Dataset Update
kw6u-z8u2,State-Level Vaccine Mandates - All
kwbr-syv2,CDC STATE System E-Cigarette Legislation - Tax
kx9y-asbg,NNDSS - TABLE 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chancroid
kxvg-q6s7,NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections
kyph-4i8d,"NNDSS - TABLE 1LL. Vibriosis, Confirmed to Vibriosis, Probable"
m26b-i3pr,Table of Recommended Funding Levels by Program Components (CDC Best Practices for Comprehensive Tobacco Control Programs 2014)
m35w-spkz,PLACES and 500 Cities: Data Dictionary
m4es-3af4,"Selected Trend Table from Health, United States, 2011. Low birthweight live births, by race and Hispanic origin of mother, and state: United States, 2000 - 2002, 2003 - 2005, and 2006 - 2008"
m5zs-rf6r,NNDSS - Table II. West Nile virus disease
m6gf-vfkz,NNDSS - Table II. Giardiasis to Haemophilus influenza
m74n-4hbs,"AH Excess Deaths by Sex, Age, and Race and Hispanic Origin"
m8jv-u92i,"NNDSS - TABLE 1X. Meningococcal disease, Other serogroups to Meningococcal disease, Unknown serogroup"
m97v-d4fn,NCHS Survey Data Linked to National Death Index (NDI) Mortality Files
mawz-airi,"AH Provisional COVID-19 Deaths by Age, United States, Week 40 2020 through Week 39 2021"
mb5y-ytti,"PLACES: Census Tract Data (GIS Friendly Format), 2021 release"
mbd7-r32t,COVID-19 Case Surveillance Restricted Access Detailed Data
mbsb-z5f8,"NNDSS - Table II. Invasive Pneumococcal Diseases, All Ages"
mbvg-apdj,Graph of Tobacco Use 3 Months Before and Last 3 Months of Pregnancy
mc4y-cbbv,"NCHS - Top Five Leading Causes of Death: United States, 1990, 1950, 2000"
mcdp-77g7,"NNDSS - TABLE 1AA. Poliovirus infection, nonparalytic to Psittacosis"
